order_id,order_date,item_name,category,price,day_of_week,month
17,2023-01-01,Mushroom Ravioli,Italian,15.5,6,1
17,2023-01-01,Steak Burrito,Mexican,14.95,6,1
17,2023-01-01,Chicken Parmesan,Italian,17.95,6,1
18,2023-01-01,California Roll,Asian,11.95,6,1
19,2023-01-01,Pork Ramen,Asian,17.95,6,1
19,2023-01-01,Steak Torta,Mexican,13.95,6,1
20,2023-01-01,Orange Chicken,Asian,16.5,6,1
20,2023-01-01,Spaghetti,Italian,14.5,6,1
21,2023-01-01,Pork Ramen,Asian,17.95,6,1
22,2023-01-01,Spaghetti,Italian,14.5,6,1
22,2023-01-01,Pork Ramen,Asian,17.95,6,1
22,2023-01-01,Mac & Cheese,American,7.0,6,1
23,2023-01-01,Mac & Cheese,American,7.0,6,1
24,2023-01-01,Hamburger,American,12.95,6,1
24,2023-01-01,Pork Ramen,Asian,17.95,6,1
24,2023-01-01,Edamame,Asian,5.0,6,1
24,2023-01-01,Chicken Torta,Mexican,11.95,6,1
25,2023-01-01,Steak Torta,Mexican,13.95,6,1
25,2023-01-01,French Fries,American,7.0,6,1
26,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
26,2023-01-01,Eggplant Parmesan,Italian,16.95,6,1
27,2023-01-01,Hamburger,American,12.95,6,1
27,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
27,2023-01-01,Chicken Parmesan,Italian,17.95,6,1
28,2023-01-01,Hot Dog,American,9.0,6,1
29,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
30,2023-01-01,French Fries,American,7.0,6,1
31,2023-01-01,Mushroom Ravioli,Italian,15.5,6,1
31,2023-01-01,Edamame,Asian,5.0,6,1
32,2023-01-01,Orange Chicken,Asian,16.5,6,1
32,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
32,2023-01-01,Pork Ramen,Asian,17.95,6,1
32,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
33,2023-01-01,Hamburger,American,12.95,6,1
33,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
34,2023-01-01,Potstickers,Asian,9.0,6,1
35,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
35,2023-01-01,Salmon Roll,Asian,14.95,6,1
35,2023-01-01,Edamame,Asian,5.0,6,1
35,2023-01-01,French Fries,American,7.0,6,1
36,2023-01-01,Hamburger,American,12.95,6,1
36,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
37,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
37,2023-01-01,Mushroom Ravioli,Italian,15.5,6,1
38,2023-01-01,Korean Beef Bowl,Asian,17.95,6,1
38,2023-01-01,Pork Ramen,Asian,17.95,6,1
39,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
40,2023-01-01,Spaghetti & Meatballs,Italian,17.95,6,1
40,2023-01-01,Mac & Cheese,American,7.0,6,1
41,2023-01-01,Spaghetti & Meatballs,Italian,17.95,6,1
41,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
42,2023-01-01,Orange Chicken,Asian,16.5,6,1
42,2023-01-01,Spaghetti,Italian,14.5,6,1
42,2023-01-01,Mushroom Ravioli,Italian,15.5,6,1
42,2023-01-01,Steak Burrito,Mexican,14.95,6,1
43,2023-01-01,Hot Dog,American,9.0,6,1
43,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
43,2023-01-01,Steak Burrito,Mexican,14.95,6,1
44,2023-01-01,Shrimp Scampi,Italian,19.95,6,1
45,2023-01-01,Spaghetti & Meatballs,Italian,17.95,6,1
45,2023-01-01,Korean Beef Bowl,Asian,17.95,6,1
45,2023-01-01,French Fries,American,7.0,6,1
46,2023-01-01,Veggie Burger,American,10.5,6,1
46,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
46,2023-01-01,French Fries,American,7.0,6,1
47,2023-01-01,Mac & Cheese,American,7.0,6,1
47,2023-01-01,Eggplant Parmesan,Italian,16.95,6,1
48,2023-01-01,Veggie Burger,American,10.5,6,1
48,2023-01-01,Fettuccine Alfredo,Italian,14.5,6,1
48,2023-01-01,Chicken Torta,Mexican,11.95,6,1
48,2023-01-01,Chips & Salsa,Mexican,7.0,6,1
49,2023-01-01,Steak Torta,Mexican,13.95,6,1
51,2023-01-01,Hamburger,American,12.95,6,1
51,2023-01-01,Salmon Roll,Asian,14.95,6,1
52,2023-01-01,Korean Beef Bowl,Asian,17.95,6,1
52,2023-01-01,Mushroom Ravioli,Italian,15.5,6,1
52,2023-01-01,Chips & Salsa,Mexican,7.0,6,1
53,2023-01-01,Salmon Roll,Asian,14.95,6,1
53,2023-01-01,Chips & Guacamole,Mexican,9.0,6,1
54,2023-01-01,Chicken Torta,Mexican,11.95,6,1
54,2023-01-01,French Fries,American,7.0,6,1
55,2023-01-01,Steak Burrito,Mexican,14.95,6,1
55,2023-01-01,Chips & Salsa,Mexican,7.0,6,1
56,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
56,2023-01-01,Cheese Lasagna,Italian,15.5,6,1
56,2023-01-01,Mac & Cheese,American,7.0,6,1
57,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
58,2023-01-01,Spaghetti,Italian,14.5,6,1
58,2023-01-01,Edamame,Asian,5.0,6,1
59,2023-01-01,Meat Lasagna,Italian,17.95,6,1
59,2023-01-01,Salmon Roll,Asian,14.95,6,1
59,2023-01-01,Edamame,Asian,5.0,6,1
60,2023-01-01,Veggie Burger,American,10.5,6,1
60,2023-01-01,Spaghetti & Meatballs,Italian,17.95,6,1
61,2023-01-01,Hamburger,American,12.95,6,1
61,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
62,2023-01-01,Hamburger,American,12.95,6,1
62,2023-01-01,Chips & Guacamole,Mexican,9.0,6,1
63,2023-01-01,Salmon Roll,Asian,14.95,6,1
64,2023-01-01,Orange Chicken,Asian,16.5,6,1
65,2023-01-01,Salmon Roll,Asian,14.95,6,1
65,2023-01-01,Steak Torta,Mexican,13.95,6,1
65,2023-01-01,Chips & Salsa,Mexican,7.0,6,1
65,2023-01-01,Chips & Guacamole,Mexican,9.0,6,1
66,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
66,2023-01-01,Pork Ramen,Asian,17.95,6,1
67,2023-01-01,Mac & Cheese,American,7.0,6,1
68,2023-01-01,Tofu Pad Thai,Asian,14.5,6,1
68,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
68,2023-01-01,Chicken Burrito,Mexican,12.95,6,1
69,2023-01-01,Hamburger,American,12.95,6,1
70,2023-01-02,Meat Lasagna,Italian,17.95,0,1
70,2023-01-02,Cheese Quesadillas,Mexican,10.5,0,1
71,2023-01-02,French Fries,American,7.0,0,1
72,2023-01-02,Chicken Parmesan,Italian,17.95,0,1
73,2023-01-02,French Fries,American,7.0,0,1
74,2023-01-02,Spaghetti,Italian,14.5,0,1
74,2023-01-02,Mushroom Ravioli,Italian,15.5,0,1
74,2023-01-02,Shrimp Scampi,Italian,19.95,0,1
74,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
75,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
75,2023-01-02,Cheese Lasagna,Italian,15.5,0,1
75,2023-01-02,California Roll,Asian,11.95,0,1
76,2023-01-02,Orange Chicken,Asian,16.5,0,1
76,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
76,2023-01-02,Meat Lasagna,Italian,17.95,0,1
76,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
77,2023-01-02,Hamburger,American,12.95,0,1
77,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
78,2023-01-02,Orange Chicken,Asian,16.5,0,1
78,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
78,2023-01-02,Spaghetti & Meatballs,Italian,17.95,0,1
78,2023-01-02,Pork Ramen,Asian,17.95,0,1
78,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
78,2023-01-02,French Fries,American,7.0,0,1
79,2023-01-02,Pork Ramen,Asian,17.95,0,1
79,2023-01-02,Salmon Roll,Asian,14.95,0,1
79,2023-01-02,French Fries,American,7.0,0,1
80,2023-01-02,Edamame,Asian,5.0,0,1
80,2023-01-02,French Fries,American,7.0,0,1
81,2023-01-02,French Fries,American,7.0,0,1
82,2023-01-02,Orange Chicken,Asian,16.5,0,1
82,2023-01-02,Cheeseburger,American,13.95,0,1
82,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
82,2023-01-02,Eggplant Parmesan,Italian,16.95,0,1
83,2023-01-02,Mac & Cheese,American,7.0,0,1
84,2023-01-02,Edamame,Asian,5.0,0,1
85,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
85,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
85,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
85,2023-01-02,Potstickers,Asian,9.0,0,1
86,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
87,2023-01-02,Pork Ramen,Asian,17.95,0,1
87,2023-01-02,Mushroom Ravioli,Italian,15.5,0,1
87,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
87,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
88,2023-01-02,Spaghetti,Italian,14.5,0,1
89,2023-01-02,Cheese Quesadillas,Mexican,10.5,0,1
89,2023-01-02,French Fries,American,7.0,0,1
90,2023-01-02,Steak Torta,Mexican,13.95,0,1
90,2023-01-02,French Fries,American,7.0,0,1
91,2023-01-02,Hamburger,American,12.95,0,1
91,2023-01-02,Veggie Burger,American,10.5,0,1
91,2023-01-02,Edamame,Asian,5.0,0,1
92,2023-01-02,Hamburger,American,12.95,0,1
92,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
92,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
92,2023-01-02,Meat Lasagna,Italian,17.95,0,1
92,2023-01-02,Edamame,Asian,5.0,0,1
92,2023-01-02,Steak Burrito,Mexican,14.95,0,1
92,2023-01-02,Chicken Parmesan,Italian,17.95,0,1
92,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
92,2023-01-02,Potstickers,Asian,9.0,0,1
93,2023-01-02,Steak Torta,Mexican,13.95,0,1
94,2023-01-02,Pork Ramen,Asian,17.95,0,1
94,2023-01-02,Mac & Cheese,American,7.0,0,1
95,2023-01-02,California Roll,Asian,11.95,0,1
95,2023-01-02,Steak Burrito,Mexican,14.95,0,1
96,2023-01-02,California Roll,Asian,11.95,0,1
97,2023-01-02,Orange Chicken,Asian,16.5,0,1
98,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
98,2023-01-02,California Roll,Asian,11.95,0,1
99,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
100,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
101,2023-01-02,Cheeseburger,American,13.95,0,1
101,2023-01-02,Edamame,Asian,5.0,0,1
101,2023-01-02,Cheese Quesadillas,Mexican,10.5,0,1
101,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
102,2023-01-02,Hamburger,American,12.95,0,1
102,2023-01-02,Chicken Torta,Mexican,11.95,0,1
103,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
104,2023-01-02,Hamburger,American,12.95,0,1
104,2023-01-02,Hot Dog,American,9.0,0,1
104,2023-01-02,Meat Lasagna,Italian,17.95,0,1
104,2023-01-02,Eggplant Parmesan,Italian,16.95,0,1
105,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
105,2023-01-02,Edamame,Asian,5.0,0,1
105,2023-01-02,Chicken Torta,Mexican,11.95,0,1
106,2023-01-02,Mushroom Ravioli,Italian,15.5,0,1
106,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
107,2023-01-02,Cheeseburger,American,13.95,0,1
107,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
107,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
107,2023-01-02,Eggplant Parmesan,Italian,16.95,0,1
108,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
108,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
108,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
109,2023-01-02,Pork Ramen,Asian,17.95,0,1
109,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
109,2023-01-02,Edamame,Asian,5.0,0,1
109,2023-01-02,Chicken Torta,Mexican,11.95,0,1
110,2023-01-02,Orange Chicken,Asian,16.5,0,1
110,2023-01-02,California Roll,Asian,11.95,0,1
110,2023-01-02,Cheese Quesadillas,Mexican,10.5,0,1
110,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
111,2023-01-02,Cheeseburger,American,13.95,0,1
111,2023-01-02,Spaghetti,Italian,14.5,0,1
111,2023-01-02,Edamame,Asian,5.0,0,1
111,2023-01-02,Shrimp Scampi,Italian,19.95,0,1
112,2023-01-02,Edamame,Asian,5.0,0,1
113,2023-01-02,Cheeseburger,American,13.95,0,1
113,2023-01-02,Mushroom Ravioli,Italian,15.5,0,1
113,2023-01-02,Mac & Cheese,American,7.0,0,1
114,2023-01-02,Edamame,Asian,5.0,0,1
114,2023-01-02,Steak Torta,Mexican,13.95,0,1
115,2023-01-02,Orange Chicken,Asian,16.5,0,1
115,2023-01-02,California Roll,Asian,11.95,0,1
115,2023-01-02,French Fries,American,7.0,0,1
116,2023-01-02,Spaghetti,Italian,14.5,0,1
117,2023-01-02,Steak Burrito,Mexican,14.95,0,1
117,2023-01-02,Steak Torta,Mexican,13.95,0,1
118,2023-01-02,Chicken Torta,Mexican,11.95,0,1
118,2023-01-02,Chicken Parmesan,Italian,17.95,0,1
119,2023-01-02,Spaghetti & Meatballs,Italian,17.95,0,1
120,2023-01-02,Tofu Pad Thai,Asian,14.5,0,1
120,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
120,2023-01-02,Chicken Parmesan,Italian,17.95,0,1
121,2023-01-02,Hamburger,American,12.95,0,1
121,2023-01-02,Spaghetti & Meatballs,Italian,17.95,0,1
121,2023-01-02,Steak Torta,Mexican,13.95,0,1
121,2023-01-02,Mac & Cheese,American,7.0,0,1
122,2023-01-02,Chicken Burrito,Mexican,12.95,0,1
123,2023-01-02,Pork Ramen,Asian,17.95,0,1
124,2023-01-02,Hamburger,American,12.95,0,1
124,2023-01-02,Steak Torta,Mexican,13.95,0,1
124,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
124,2023-01-02,Potstickers,Asian,9.0,0,1
126,2023-01-02,Eggplant Parmesan,Italian,16.95,0,1
127,2023-01-02,Edamame,Asian,5.0,0,1
128,2023-01-02,Chips & Salsa,Mexican,7.0,0,1
129,2023-01-02,Orange Chicken,Asian,16.5,0,1
129,2023-01-02,Potstickers,Asian,9.0,0,1
130,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
130,2023-01-02,Pork Ramen,Asian,17.95,0,1
130,2023-01-02,Mushroom Ravioli,Italian,15.5,0,1
130,2023-01-02,Mac & Cheese,American,7.0,0,1
131,2023-01-02,Veggie Burger,American,10.5,0,1
131,2023-01-02,Spaghetti,Italian,14.5,0,1
131,2023-01-02,Fettuccine Alfredo,Italian,14.5,0,1
131,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
132,2023-01-02,Edamame,Asian,5.0,0,1
133,2023-01-02,Hamburger,American,12.95,0,1
133,2023-01-02,Korean Beef Bowl,Asian,17.95,0,1
133,2023-01-02,Potstickers,Asian,9.0,0,1
134,2023-01-02,Orange Chicken,Asian,16.5,0,1
134,2023-01-02,Mac & Cheese,American,7.0,0,1
134,2023-01-02,Chips & Guacamole,Mexican,9.0,0,1
135,2023-01-02,Eggplant Parmesan,Italian,16.95,0,1
136,2023-01-02,Spaghetti,Italian,14.5,0,1
136,2023-01-02,Steak Burrito,Mexican,14.95,0,1
137,2023-01-03,Cheese Lasagna,Italian,15.5,1,1
137,2023-01-03,Edamame,Asian,5.0,1,1
137,2023-01-03,Chips & Salsa,Mexican,7.0,1,1
138,2023-01-03,Cheeseburger,American,13.95,1,1
138,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
138,2023-01-03,Meat Lasagna,Italian,17.95,1,1
138,2023-01-03,Steak Torta,Mexican,13.95,1,1
139,2023-01-03,Spaghetti,Italian,14.5,1,1
140,2023-01-03,Chicken Torta,Mexican,11.95,1,1
140,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
141,2023-01-03,Tofu Pad Thai,Asian,14.5,1,1
142,2023-01-03,Fettuccine Alfredo,Italian,14.5,1,1
143,2023-01-03,Cheeseburger,American,13.95,1,1
143,2023-01-03,Tofu Pad Thai,Asian,14.5,1,1
143,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
143,2023-01-03,Mushroom Ravioli,Italian,15.5,1,1
143,2023-01-03,Edamame,Asian,5.0,1,1
143,2023-01-03,Chicken Torta,Mexican,11.95,1,1
143,2023-01-03,French Fries,American,7.0,1,1
143,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
144,2023-01-03,Hamburger,American,12.95,1,1
144,2023-01-03,Orange Chicken,Asian,16.5,1,1
144,2023-01-03,Cheeseburger,American,13.95,1,1
144,2023-01-03,Veggie Burger,American,10.5,1,1
144,2023-01-03,Spaghetti,Italian,14.5,1,1
144,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
144,2023-01-03,Salmon Roll,Asian,14.95,1,1
144,2023-01-03,Mac & Cheese,American,7.0,1,1
144,2023-01-03,Mac & Cheese,American,7.0,1,1
144,2023-01-03,Chips & Salsa,Mexican,7.0,1,1
144,2023-01-03,French Fries,American,7.0,1,1
144,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
145,2023-01-03,Potstickers,Asian,9.0,1,1
146,2023-01-03,Cheeseburger,American,13.95,1,1
146,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
146,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
148,2023-01-03,Cheese Lasagna,Italian,15.5,1,1
149,2023-01-03,Chicken Parmesan,Italian,17.95,1,1
150,2023-01-03,Edamame,Asian,5.0,1,1
151,2023-01-03,Mac & Cheese,American,7.0,1,1
151,2023-01-03,Chips & Guacamole,Mexican,9.0,1,1
152,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
152,2023-01-03,Chicken Parmesan,Italian,17.95,1,1
152,2023-01-03,French Fries,American,7.0,1,1
152,2023-01-03,Potstickers,Asian,9.0,1,1
153,2023-01-03,Mushroom Ravioli,Italian,15.5,1,1
154,2023-01-03,Chicken Torta,Mexican,11.95,1,1
155,2023-01-03,Veggie Burger,American,10.5,1,1
155,2023-01-03,California Roll,Asian,11.95,1,1
155,2023-01-03,Edamame,Asian,5.0,1,1
155,2023-01-03,Steak Burrito,Mexican,14.95,1,1
156,2023-01-03,California Roll,Asian,11.95,1,1
156,2023-01-03,French Fries,American,7.0,1,1
157,2023-01-03,Chicken Burrito,Mexican,12.95,1,1
157,2023-01-03,Cheese Lasagna,Italian,15.5,1,1
157,2023-01-03,Steak Torta,Mexican,13.95,1,1
157,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
158,2023-01-03,Meat Lasagna,Italian,17.95,1,1
158,2023-01-03,French Fries,American,7.0,1,1
159,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
159,2023-01-03,French Fries,American,7.0,1,1
160,2023-01-03,Tofu Pad Thai,Asian,14.5,1,1
161,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
161,2023-01-03,Chips & Salsa,Mexican,7.0,1,1
162,2023-01-03,Orange Chicken,Asian,16.5,1,1
163,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
163,2023-01-03,Edamame,Asian,5.0,1,1
163,2023-01-03,Potstickers,Asian,9.0,1,1
164,2023-01-03,Cheeseburger,American,13.95,1,1
164,2023-01-03,Edamame,Asian,5.0,1,1
165,2023-01-03,Chicken Torta,Mexican,11.95,1,1
166,2023-01-03,Chicken Torta,Mexican,11.95,1,1
167,2023-01-03,Hamburger,American,12.95,1,1
167,2023-01-03,Chicken Burrito,Mexican,12.95,1,1
167,2023-01-03,Edamame,Asian,5.0,1,1
168,2023-01-03,Orange Chicken,Asian,16.5,1,1
168,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
169,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
169,2023-01-03,Pork Ramen,Asian,17.95,1,1
169,2023-01-03,Steak Torta,Mexican,13.95,1,1
170,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
171,2023-01-03,California Roll,Asian,11.95,1,1
172,2023-01-03,California Roll,Asian,11.95,1,1
172,2023-01-03,Chips & Guacamole,Mexican,9.0,1,1
172,2023-01-03,French Fries,American,7.0,1,1
173,2023-01-03,Cheeseburger,American,13.95,1,1
173,2023-01-03,Tofu Pad Thai,Asian,14.5,1,1
173,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
174,2023-01-03,Orange Chicken,Asian,16.5,1,1
174,2023-01-03,Cheeseburger,American,13.95,1,1
174,2023-01-03,Cheeseburger,American,13.95,1,1
174,2023-01-03,Pork Ramen,Asian,17.95,1,1
175,2023-01-03,Chicken Burrito,Mexican,12.95,1,1
176,2023-01-03,Cheeseburger,American,13.95,1,1
176,2023-01-03,Steak Burrito,Mexican,14.95,1,1
177,2023-01-03,California Roll,Asian,11.95,1,1
177,2023-01-03,French Fries,American,7.0,1,1
178,2023-01-03,Steak Burrito,Mexican,14.95,1,1
179,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
179,2023-01-03,Steak Torta,Mexican,13.95,1,1
179,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
180,2023-01-03,Tofu Pad Thai,Asian,14.5,1,1
180,2023-01-03,Chicken Torta,Mexican,11.95,1,1
181,2023-01-03,Mushroom Ravioli,Italian,15.5,1,1
182,2023-01-03,Chicken Tacos,Mexican,11.95,1,1
182,2023-01-03,Steak Burrito,Mexican,14.95,1,1
183,2023-01-03,California Roll,Asian,11.95,1,1
183,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
183,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
184,2023-01-03,Korean Beef Bowl,Asian,17.95,1,1
185,2023-01-03,Steak Torta,Mexican,13.95,1,1
185,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
186,2023-01-03,Mushroom Ravioli,Italian,15.5,1,1
186,2023-01-03,Mac & Cheese,American,7.0,1,1
186,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
186,2023-01-03,French Fries,American,7.0,1,1
187,2023-01-03,Spaghetti,Italian,14.5,1,1
187,2023-01-03,Shrimp Scampi,Italian,19.95,1,1
188,2023-01-03,Spaghetti,Italian,14.5,1,1
188,2023-01-03,Edamame,Asian,5.0,1,1
188,2023-01-03,Steak Burrito,Mexican,14.95,1,1
189,2023-01-03,Orange Chicken,Asian,16.5,1,1
189,2023-01-03,French Fries,American,7.0,1,1
190,2023-01-03,Hamburger,American,12.95,1,1
190,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
190,2023-01-03,Salmon Roll,Asian,14.95,1,1
190,2023-01-03,Chicken Torta,Mexican,11.95,1,1
191,2023-01-03,Cheeseburger,American,13.95,1,1
191,2023-01-03,Hot Dog,American,9.0,1,1
192,2023-01-03,Steak Torta,Mexican,13.95,1,1
192,2023-01-03,Mac & Cheese,American,7.0,1,1
193,2023-01-03,Orange Chicken,Asian,16.5,1,1
193,2023-01-03,Cheeseburger,American,13.95,1,1
193,2023-01-03,Hot Dog,American,9.0,1,1
194,2023-01-03,Hamburger,American,12.95,1,1
195,2023-01-03,Hamburger,American,12.95,1,1
196,2023-01-03,Steak Torta,Mexican,13.95,1,1
196,2023-01-03,Chips & Salsa,Mexican,7.0,1,1
196,2023-01-03,Eggplant Parmesan,Italian,16.95,1,1
197,2023-01-03,Spaghetti & Meatballs,Italian,17.95,1,1
197,2023-01-03,Pork Ramen,Asian,17.95,1,1
197,2023-01-03,Meat Lasagna,Italian,17.95,1,1
197,2023-01-03,Cheese Quesadillas,Mexican,10.5,1,1
198,2023-01-03,Orange Chicken,Asian,16.5,1,1
198,2023-01-03,Hot Dog,American,9.0,1,1
199,2023-01-03,Hot Dog,American,9.0,1,1
201,2023-01-03,Steak Tacos,Mexican,13.95,1,1
201,2023-01-03,Veggie Burger,American,10.5,1,1
201,2023-01-03,Chicken Burrito,Mexican,12.95,1,1
202,2023-01-03,Cheeseburger,American,13.95,1,1
203,2023-01-04,Cheeseburger,American,13.95,2,1
203,2023-01-04,Meat Lasagna,Italian,17.95,2,1
203,2023-01-04,Salmon Roll,Asian,14.95,2,1
203,2023-01-04,Potstickers,Asian,9.0,2,1
204,2023-01-04,Chips & Salsa,Mexican,7.0,2,1
205,2023-01-04,Cheeseburger,American,13.95,2,1
205,2023-01-04,Hot Dog,American,9.0,2,1
205,2023-01-04,Chicken Torta,Mexican,11.95,2,1
206,2023-01-04,California Roll,Asian,11.95,2,1
